,predicted,volatility,accuracy,nValues
0,23253.79814230745,0.21223561900204937,0.9753006712749493,13
1,1687.7823200318114,0.22891296042816903,-0.009640259176371698,13
2,323.3532154138308,0.47896242983467446,2.56774290540275,13
