Date,Open,High,Low,Close,Adj Close,Volume,rs,rsi,pul,momentum
2021-09-29 00:00:00,41064.98438,42545.25781,40829.66797,41564.36328,41564.36328,30602359905,1.813335695,64.45500614,0.853307506,529.8203125
2021-09-30 00:00:00,41551.26953,44092.60156,41444.58203,43790.89453,43790.89453,31141681925,1.777133726,63.99165115,0.899017717,2226.53125
2021-10-01 00:00:00,43816.74219,48436.01172,43320.02344,48116.94141,48116.94141,42850641582,1.933848994,65.91508281,0.987830536,4326.046875
2021-10-02 00:00:00,48137.46875,48282.0625,47465.49609,47711.48828,47711.48828,30614346492,2.08297702,67.5638192,0.97950667,-405.453125
2021-10-03 00:00:00,47680.02734,49130.69141,47157.28906,48199.95313,48199.95313,26638115879,1.892492001,65.42773499,0.989534749,488.4648438
2021-10-04 00:00:00,48208.90625,49456.77734,47045.00391,49112.90234,49112.90234,33383173002,1.772136992,63.92674666,1.008277401,912.9492188
2021-10-05 00:00:00,49174.96094,51839.98438,49072.83984,51514.8125,51514.8125,35873904236,1.775811944,63.97450475,1.057588104,2401.910156
2021-10-06 00:00:00,51486.66406,55568.46484,50488.19141,55361.44922,55361.44922,49034730168,1.869727638,65.15348751,1.136558735,3846.636719
2021-10-07 00:00:00,55338.625,55338.625,53525.46875,53805.98438,53805.98438,36807860413,1.840644515,64.7967215,1.104625374,-1555.464844
2021-10-08 00:00:00,53802.14453,55922.98047,53688.05469,53967.84766,53967.84766,34800873924,1.70830628,63.07655425,1.107948392,161.8632813
2021-10-09 00:00:00,53929.78125,55397.94531,53735.14453,54968.22266,54968.22266,32491211414,1.639368245,62.11214552,1.128485877,1000.375
2021-10-10 00:00:00,54952.82031,56401.30469,54264.25781,54771.57813,54771.57813,39527792364,1.764962019,63.83313792,1.124448807,-196.6445313
2021-10-11 00:00:00,54734.125,57793.03906,54519.76563,57484.78906,57484.78906,42637331698,1.791967958,64.18297004,1.180150449,2713.210938
2021-10-12 00:00:00,57526.83203,57627.87891,54477.97266,56041.05859,56041.05859,41083758949,1.770893113,63.91055306,1.15051097,-1443.730469
2021-10-13 00:00:00,56038.25781,57688.66016,54370.97266,57401.09766,57401.09766,41684252783,1.727398468,63.33502377,1.178432282,1360.039063
2021-10-14 00:00:00,57372.83203,58478.73438,56957.07422,57321.52344,57321.52344,36615791366,1.851318354,64.92850409,1.17679864,-79.57421875
2021-10-15 00:00:00,57345.90234,62757.12891,56868.14453,61593.94922,61593.94922,51780081801,1.955310917,66.16261273,1.264510629,4272.425781
2021-10-16 00:00:00,61609.52734,62274.47656,60206.12109,60892.17969,60892.17969,34250964237,2.009641954,66.77345627,1.250103451,-701.7695313
2021-10-17 00:00:00,60887.65234,61645.52344,59164.46875,61553.61719,61553.61719,29032367511,1.929988274,65.87017058,1.263682621,661.4375
2021-10-18 00:00:00,61548.80469,62614.66016,60012.75781,62026.07813,62026.07813,38055562075,1.850059663,64.91301522,1.273382144,472.4609375
2021-10-19 00:00:00,62043.16406,64434.53516,61622.93359,64261.99219,64261.99219,40471196346,1.85489079,64.97239041,1.319284982,2235.914063
2021-10-20 00:00:00,64284.58594,66930.39063,63610.67578,65992.83594,65992.83594,40788955582,1.838322011,64.76791583,1.354818835,1730.84375
2021-10-21 00:00:00,66002.23438,66600.54688,62117.41016,62210.17188,62210.17188,45908121370,1.607860461,61.65439006,1.277161549,-3782.664063
2021-10-22 00:00:00,62237.89063,63715.02344,60122.79688,60692.26563,60692.26563,38434082775,1.593251551,61.43837262,1.245999258,-1517.90625
2021-10-23 00:00:00,60694.62891,61743.87891,59826.52344,61393.61719,61393.61719,26882546034,1.544886604,60.70551834,1.260397856,701.3515625
2021-10-24 00:00:00,61368.34375,61505.80469,59643.34375,60930.83594,60930.83594,27316183882,1.602837792,61.58039494,1.250897055,-462.78125
2021-10-25 00:00:00,60893.92578,63729.32422,60691.80078,63039.82422,63039.82422,31064911614,1.604935565,61.61133452,1.294194135,2108.988281
2021-10-26 00:00:00,63032.76172,63229.02734,59991.16016,60363.79297,60363.79297,34878965587,1.517479721,60.27773365,1.239255784,-2676.03125
2021-10-27 00:00:00,60352,61435.18359,58208.1875,58482.38672,58482.38672,43657076893,1.48826106,59.81129086,1.200630916,-1881.40625
2021-10-28 00:00:00,58470.73047,62128.63281,58206.91797,60622.13672,60622.13672,45257083247,1.490974725,59.8550724,1.244559526,2139.75
2021-10-29 00:00:00,60624.87109,62927.60938,60329.96484,62227.96484,62227.96484,36856881767,1.4779669,59.64433584,1.277526835,1605.828125
2021-10-30 00:00:00,62239.36328,62330.14453,60918.38672,61888.83203,61888.83203,32157938616,1.532994132,60.52102974,1.270564511,-339.1328125
2021-10-31 00:00:00,61850.48828,62406.17188,60074.32813,61318.95703,61318.95703,32241199927,1.573834133,61.14745751,1.258865099,-569.875
2021-11-01 00:00:00,61320.44922,62419.00391,59695.18359,61004.40625,61004.40625,36150572843,1.627384592,61.93933682,1.252407438,-314.5507813
2021-11-02 00:00:00,60963.25391,64242.79297,60673.05469,63226.40234,63226.40234,37746665647,1.633107336,62.02205712,1.298024544,2221.996094
2021-11-03 00:00:00,63254.33594,63516.9375,61184.23828,62970.04688,62970.04688,36124731509,1.689063153,62.81232744,1.292761621,-256.3554688
2021-11-04 00:00:00,62941.80469,63123.28906,60799.66406,61452.23047,61452.23047,32615846901,1.672018351,62.57510733,1.261601174,-1517.816406
2021-11-05 00:00:00,61460.07813,62541.46875,60844.60938,61125.67578,61125.67578,30605102446,1.720506564,63.24213979,1.254897076,-326.5546875
2021-11-06 00:00:00,61068.875,61590.68359,60163.78125,61527.48047,61527.48047,29094934221,1.669316536,62.5372268,1.26314604,401.8046875
2021-11-07 00:00:00,61554.92188,63326.98828,61432.48828,63326.98828,63326.98828,24726754302,1.663820856,62.45993804,1.300089551,1799.507813
2021-11-08 00:00:00,63344.06641,67673.74219,63344.06641,67566.82813,67566.82813,41125608330,1.729569748,63.36418951,1.387132558,4239.839844
2021-11-09 00:00:00,67549.73438,68530.33594,66382.0625,66971.82813,66971.82813,42357991721,1.76213177,63.79607914,1.374917335,-595
2021-11-10 00:00:00,66953.33594,68789.625,63208.11328,64995.23047,64995.23047,48730828378,1.719397959,63.22715487,1.334338207,-1976.597656
2021-11-11 00:00:00,64978.89063,65579.01563,64180.48828,64949.96094,64949.96094,35880633236,1.778397899,64.00803498,1.333408834,-45.26953125
2021-11-12 00:00:00,64863.98047,65460.81641,62333.91406,64155.94141,64155.94141,36084893887,1.797114654,64.24887344,1.317107782,-794.0195313
2021-11-13 00:00:00,64158.12109,64915.67578,63303.73438,64469.52734,64469.52734,30474228777,1.746357382,63.5881329,1.323545635,313.5859375
2021-11-14 00:00:00,64455.37109,65495.17969,63647.80859,65466.83984,65466.83984,25122092191,1.718174127,63.21059824,1.344020247,997.3125
2021-11-15 00:00:00,65521.28906,66281.57031,63548.14453,63557.87109,63557.87109,30558763548,1.681803695,62.71166298,1.304829526,-1908.96875
2021-11-16 00:00:00,63721.19531,63721.19531,59016.33594,60161.24609,60161.24609,46844335592,1.587111289,61.34685028,1.23509754,-3396.625
2021-11-17 00:00:00,60139.62109,60823.60938,58515.41016,60368.01172,60368.01172,39178392930,1.542736707,60.67229465,1.239342394,206.765625
2021-11-18 00:00:00,60360.13672,60948.5,56550.79297,56942.13672,56942.13672,41388338699,1.464241446,59.41956088,1.169009912,-3425.875
2021-11-19 00:00:00,56896.12891,58351.11328,55705.17969,58119.57813,58119.57813,38702407772,1.447242615,59.13768443,1.193182533,1177.441406
2021-11-20 00:00:00,58115.08203,59859.87891,57469.72656,59697.19531,59697.19531,30624264863,1.440273033,59.02097894,1.225570677,1577.617188
2021-11-21 00:00:00,59730.50781,60004.42578,58618.92969,58730.47656,58730.47656,26123447605,1.451301943,59.20535196,1.205724147,-966.71875
2021-11-22 00:00:00,58706.84766,59266.35938,55679.83984,56289.28906,56289.28906,35036121783,1.415426549,58.59944487,1.155607089,-2441.1875
2021-11-23 00:00:00,56304.55469,57875.51563,55632.76172,57569.07422,57569.07422,37485803899,1.402553115,58.37761114,1.181880805,1279.785156
2021-11-24 00:00:00,57565.85156,57803.06641,55964.22266,56280.42578,56280.42578,36635566789,1.403662844,58.39682747,1.155425128,-1288.648438
2021-11-25 00:00:00,57165.41797,59367.96875,57146.68359,57274.67969,57274.67969,34284016248,1.385510586,58.0802531,1.175836948,994.2539063
2021-11-26 00:00:00,58960.28516,59183.48047,53569.76563,53569.76563,53569.76563,41810748221,1.321390267,56.92236612,1.099775853,-3704.914063
2021-11-27 00:00:00,53736.42969,55329.25781,53668.35547,54815.07813,54815.07813,30560857714,1.309896616,56.70801918,1.125341853,1245.3125
2021-11-28 00:00:00,54813.02344,57393.84375,53576.73438,57248.45703,57248.45703,28116886357,1.321506078,56.92451511,1.175298602,2433.378906
2021-11-29 00:00:00,57291.90625,58872.87891,56792.52734,57806.56641,57806.56641,32370840356,1.297919121,56.48236742,1.186756469,558.109375
2021-11-30 00:00:00,57830.11328,59113.40234,56057.28125,57005.42578,57005.42578,36708594618,1.312547123,56.75763793,1.170309223,-801.140625
2021-12-01 00:00:00,56907.96484,59041.68359,56553.08203,57229.82813,57229.82813,36858195307,1.283815934,56.21363416,1.174916155,224.4023438
2021-12-02 00:00:00,57217.37109,57349.23438,55895.13281,56477.81641,56477.81641,32379968686,1.298894921,56.50083912,1.159477515,-752.0117188
2021-12-03 00:00:00,56509.16406,57482.16797,52496.58594,53598.24609,53598.24609,39789134215,1.263513356,55.82089244,1.100360551,-2879.570313
2021-12-04 00:00:00,53727.87891,53904.67969,42874.61719,49200.70313,49200.70313,61385677469,1.200570575,54.55724022,1.010079933,-4397.542969
2021-12-05 00:00:00,49201.51953,49768.14844,47857.49609,49368.84766,49368.84766,37198201161,1.174079247,54.0035166,1.013531904,168.1445313
2021-12-06 00:00:00,49413.48047,50929.51953,47281.03516,50582.625,50582.625,37707308001,1.165791715,53.8275083,1.038450494,1213.777344
2021-12-07 00:00:00,50581.82813,51934.78125,50175.80859,50700.08594,50700.08594,33676814852,1.140539229,53.28279967,1.040861942,117.4609375
2021-12-08 00:00:00,50667.64844,51171.375,48765.98828,50504.79688,50504.79688,28479699446,1.164582347,53.80171139,1.036852699,-195.2890625
2021-12-09 00:00:00,50450.08203,50797.16406,47358.35156,47672.12109,47672.12109,29603577251,1.138934167,53.24774295,0.97869847,-2832.675781
2021-12-10 00:00:00,47642.14453,50015.25391,47023.69922,47243.30469,47243.30469,30966005122,1.15757618,53.65169446,0.969894961,-428.8164063
2021-12-11 00:00:00,47264.63281,49458.21094,46942.34766,49362.50781,49362.50781,25775869261,1.164533724,53.80067361,1.013401748,2119.203125
2021-12-12 00:00:00,49354.85547,50724.86719,48725.85156,50098.33594,50098.33594,21939223599,1.149949144,53.48727189,1.028508143,735.828125
2021-12-13 00:00:00,50114.74219,50205,45894.84766,46737.48047,46737.48047,32166727776,1.11714716,52.7666277,0.959510497,-3360.855469
2021-12-14 00:00:00,46709.82422,48431.39844,46424.49609,46612.63281,46612.63281,34638619079,1.13985073,53.26776835,0.956947402,-124.8476563
2021-12-15 00:00:00,48379.75391,49473.95703,46671.96484,48896.72266,48896.72266,36541828520,1.149065705,53.4681514,1.003839278,2284.089844
2021-12-16 00:00:00,48900.46484,49425.57422,47529.87891,47665.42578,47665.42578,27268150947,1.152917585,53.5514036,0.978561016,-1231.296875
2021-12-17 00:00:00,47653.73047,48004.89453,45618.21484,46202.14453,46202.14453,32902725329,1.152793812,53.54873308,0.948520165,-1463.28125
2021-12-18 00:00:00,46219.25391,47313.82813,45598.44141,46848.77734,46848.77734,26098292690,1.137715982,53.221101,0.961795398,646.6328125
2021-12-19 00:00:00,46853.86719,48089.66406,46502.95313,46707.01563,46707.01563,25154053861,1.159067226,53.68370249,0.958885061,-141.7617188
2021-12-20 00:00:00,46707.0625,47401.71875,45579.80859,46880.27734,46880.27734,30961902129,1.137445764,53.21518718,0.962442087,173.2617188
2021-12-21 00:00:00,46886.07813,49300.91797,46698.77344,48936.61328,48936.61328,27055803928,1.143597638,53.34945409,1.004658225,2056.335938
2021-12-22 00:00:00,48937.09766,49544.79688,48450.94141,48628.51172,48628.51172,24447979559,1.161824596,53.74277813,0.998332965,-308.1015625
2021-12-23 00:00:00,48626.34375,51332.33984,48065.83594,50784.53906,50784.53906,28223878108,1.169241908,53.90094592,1.042595746,2156.027344
2021-12-24 00:00:00,50806.05078,51814.02734,50514.49609,50822.19531,50822.19531,24367912228,1.146840484,53.4199207,1.043368821,37.65625
2021-12-25 00:00:00,50854.91797,51176.59766,50236.70703,50429.85938,50429.85938,19030650914,1.163288327,53.77407683,1.035314248,-392.3359375
2021-12-26 00:00:00,50428.69141,51196.37891,49623.10547,50809.51563,50809.51563,20964372926,1.146182074,53.40563076,1.04310851,379.65625
2021-12-27 00:00:00,50802.60938,51956.32813,50499.46875,50640.41797,50640.41797,24324345758,1.165868818,53.82915198,1.039636971,-169.0976563
2021-12-28 00:00:00,50679.85938,50679.85938,47414.21094,47588.85547,47588.85547,33430376883,1.139252858,53.25470777,0.976989044,-3051.5625
2021-12-29 00:00:00,47623.87109,48119.74219,46201.49609,46444.71094,46444.71094,30049226299,1.143062346,53.33780177,0.953500001,-1144.144531
2021-12-30 00:00:00,46490.60547,47879.96484,46060.3125,47178.125,47178.125,26686491018,1.131446301,53.08350019,0.968556835,733.4140625
2021-12-31 00:00:00,47169.37109,48472.52734,45819.95313,46306.44531,46306.44531,36974172400,1.139175265,53.25301221,0.950661438,-871.6796875
2022-01-01 00:00:00,46311.74609,47827.3125,46288.48438,47686.8125,47686.8125,24582667004,1.136587374,53.19639101,0.979000081,1380.367188
2022-01-02 00:00:00,47680.92578,47881.40625,46856.9375,47345.21875,47345.21875,27951569547,1.152071949,53.53315207,0.971987234,-341.59375
2022-01-03 00:00:00,47343.54297,47510.72656,45835.96484,46458.11719,46458.11719,33071628362,1.159168506,53.68587505,0.953775229,-887.1015625
2022-01-04 00:00:00,46458.85156,47406.54688,45752.46484,45897.57422,45897.57422,42494677905,1.171001397,53.93830692,0.942267401,-560.5429688
2022-01-05 00:00:00,45899.35938,46929.04688,42798.22266,43569.00391,43569.00391,36851084859,1.156554154,53.62972926,0.89446235,-2328.570313
2022-01-06 00:00:00,43565.51172,43748.71875,42645.53906,43160.92969,43160.92969,30208048289,1.170193758,53.92116505,0.886084673,-408.0742188
2022-01-07 00:00:00,43153.57031,43153.57031,41077.44531,41557.90234,41557.90234,84196607520,1.166465664,53.84187174,0.853174864,-1603.027344
2022-01-08 00:00:00,41561.46484,42228.94141,40672.27734,41733.94141,41733.94141,28066355845,1.147635532,53.43716449,0.856788908,176.0390625
2022-01-09 00:00:00,41734.72656,42663.94922,41338.16016,41911.60156,41911.60156,21294384372,1.129499414,53.04060694,0.860436234,177.6601563
2022-01-10 00:00:00,41910.23047,42199.48438,39796.57031,41821.26172,41821.26172,32104232331,1.146753836,53.41804062,0.858581576,-90.33984375
2022-01-11 00:00:00,41819.50781,43001.15625,41407.75391,42735.85547,42735.85547,26327648900,1.138740327,53.24350567,0.87735799,914.59375
2022-01-12 00:00:00,42742.17969,44135.36719,42528.98828,43949.10156,43949.10156,33499938689,1.134887767,53.15913017,0.902265674,1213.246094
2022-01-13 00:00:00,43946.74219,44278.42188,42447.04297,42591.57031,42591.57031,47691135082,1.134453023,53.14958965,0.874395847,-1357.53125
2022-01-14 00:00:00,42598.87109,43346.6875,41982.61719,43099.69922,43099.69922,23577403399,1.121719812,52.86842332,0.884827625,508.1289063
2022-01-15 00:00:00,43101.89844,43724.67188,42669.03516,43177.39844,43177.39844,18371348298,1.104001066,52.47150696,0.886422773,77.69921875
2022-01-16 00:00:00,43172.03906,43436.80859,42691.02344,43113.87891,43113.87891,17902097845,1.120672793,52.84515352,0.885118731,-63.51953125
2022-01-17 00:00:00,43118.12109,43179.39063,41680.32031,42250.55078,42250.55078,21690904261,1.126550083,52.97547855,0.867394789,-863.328125
2022-01-18 00:00:00,42250.07422,42534.40234,41392.21484,42375.63281,42375.63281,22417209227,1.109659988,52.59899674,0.869962696,125.0820313
2022-01-19 00:00:00,42374.03906,42478.30469,41242.91406,41744.32813,41744.32813,23091543258,1.118373002,52.79396031,0.857002146,-631.3046875
2022-01-20 00:00:00,41744.02734,43413.02344,40672.82422,40680.41797,40680.41797,20382033940,1.121299446,52.85908353,0.835160297,-1063.910156
2022-01-21 00:00:00,40699.60547,41060.52734,35791.42578,36457.31641,36457.31641,43011992031,1.084862592,52.03520828,0.748460924,-4223.101563
2022-01-22 00:00:00,36471.58984,36688.8125,34349.25,35030.25,35030.25,39714385405,1.083706181,52.00858888,0.719163555,-1427.066406
2022-01-23 00:00:00,35047.35938,36433.3125,34784.96875,36276.80469,36276.80469,26017975951,1.081337123,51.95396319,0.744755056,1246.554688
2022-01-24 00:00:00,36275.73438,37247.51953,33184.05859,36654.32813,36654.32813,41856658597,1.068676543,51.65991495,0.752505532,377.5234375
2022-01-25 00:00:00,36654.80469,37444.57031,35779.42969,36954.00391,36954.00391,26428189594,1.055497466,51.34997652,0.758657812,299.6757813
2022-01-26 00:00:00,36950.51563,38825.41016,36374.90625,36852.12109,36852.12109,31324598034,1.069607606,51.68166192,0.756566179,-101.8828125
2022-01-27 00:00:00,36841.87891,37148.32422,35629.28125,37138.23438,37138.23438,25041426629,1.056504373,51.37379658,0.762440024,286.1132813
2022-01-28 00:00:00,37128.44531,37952.87891,36211.10938,37784.33203,37784.33203,22238830523,1.047952088,51.17073267,0.775704271,646.0976563
2022-01-29 00:00:00,37780.71484,38576.26172,37406.47266,38138.17969,38138.17969,17194183075,1.036333139,50.89212169,0.782968688,353.8476563
2022-01-30 00:00:00,38151.91797,38266.33984,37437.71094,37917.60156,37917.60156,14643548444,1.048621396,51.18668574,0.778440266,-220.578125
2022-01-31 00:00:00,37920.28125,38647.26172,36733.57422,38483.125,38483.125,20734730465,1.039609271,50.97100145,0.790050342,565.5234375
2022-02-01 00:00:00,38481.76563,39115.13281,38113.66406,38743.27344,38743.27344,20288500328,1.027447868,50.67690689,0.795391133,260.1484375
2022-02-02 00:00:00,38743.71484,38834.61719,36832.73047,36952.98438,36952.98438,19155189416,1.022059187,50.54546343,0.758636881,-1790.289063
2022-02-03 00:00:00,36944.80469,37154.60156,36375.53906,37154.60156,37154.60156,18591534769,1.009666241,50.24049368,0.762776039,201.6171875
2022-02-04 00:00:00,37149.26563,41527.78516,37093.62891,41500.875,41500.875,29412210792,1.042371044,51.03730036,0.852004105,4346.273438
2022-02-05 00:00:00,41501.48047,41847.16406,41038.09766,41441.16406,41441.16406,19652846215,1.056176979,51.36605408,0.850778252,-59.7109375
2022-02-06 00:00:00,41441.12109,42500.78516,41244.90625,42412.43359,42412.43359,16142097334,1.051985686,51.26671658,0.870718208,971.2695313
2022-02-07 00:00:00,42406.78125,44401.86328,41748.15625,43840.28516,43840.28516,28641855926,1.052767252,51.28527118,0.900031696,1427.851563
2022-02-08 00:00:00,43854.65234,45293.86719,42807.83594,44118.44531,44118.44531,33079398868,1.041460294,51.01545679,0.905742265,278.1601563
2022-02-09 00:00:00,44096.70313,44727.80078,43232.96875,44338.79688,44338.79688,23245887300,1.029856175,50.73542587,0.910266035,220.3515625
2022-02-10 00:00:00,44347.80078,45661.17188,43402.80859,43565.11328,43565.11328,32142048537,1.035440064,50.870575,0.894382476,-773.6835938
2022-02-11 00:00:00,43571.12891,43810.83203,42114.53906,42407.9375,42407.9375,26954925781,1.036771636,50.90269413,0.870625904,-1157.175781
2022-02-12 00:00:00,42412.30078,42992.55078,41852.57422,42244.46875,42244.46875,18152390304,1.048807783,51.19112645,0.867269926,-163.46875
2022-02-13 00:00:00,42236.56641,42693.05469,41950.94141,42197.51563,42197.51563,14741589015,1.062088852,51.50548439,0.866305988,-46.953125
2022-02-14 00:00:00,42157.39844,42775.77734,41681.95703,42586.91797,42586.91797,20827783012,1.052218244,51.27223907,0.874300335,389.4023438
2022-02-15 00:00:00,42586.46484,44667.21875,42491.03516,44575.20313,44575.20313,22721659051,1.05923716,51.43832778,0.915119405,1988.285156
2022-02-16 00:00:00,44578.27734,44578.27734,43456.69141,43961.85938,43961.85938,19792547657,1.06619055,51.60175327,0.902527589,-613.34375
2022-02-17 00:00:00,43937.07031,44132.97266,40249.37109,40538.01172,40538.01172,26246662813,1.042947264,51.05111045,0.832236727,-3423.847656
2022-02-18 00:00:00,40552.13281,40929.15234,39637.61719,40030.97656,40030.97656,23310007704,1.05082975,51.2392484,0.821827404,-507.0351563
2022-02-19 00:00:00,40026.02344,40418.87891,39713.05859,40122.15625,40122.15625,13736557863,1.038286521,50.93918397,0.823699303,91.1796875
2022-02-20 00:00:00,40118.10156,40119.89063,38112.8125,38431.37891,38431.37891,18340576452,1.033900582,50.83338837,0.788988005,-1690.777344
2022-02-21 00:00:00,38423.21094,39394.4375,36950.47656,37075.28125,37075.28125,29280402798,1.032979721,50.81111781,0.76114761,-1356.097656
2022-02-22 00:00:00,37068.76953,38359.85547,36488.93359,38286.02734,38286.02734,25493150450,1.032020834,50.78790614,0.786003969,1210.746094
2022-02-23 00:00:00,38285.28125,39122.39453,37201.81641,37296.57031,37296.57031,21849073843,1.034735152,50.85355462,0.765690627,-989.4570313
2022-02-24 00:00:00,37278.56641,38968.83984,34459.21875,38332.60938,38332.60938,46383802093,1.032066673,50.78901627,0.786960288,1036.039063
2022-02-25 00:00:00,38333.74609,39630.32422,38111.34375,39214.21875,39214.21875,26545599159,1.027952791,50.68918741,0.80505954,881.609375
2022-02-26 00:00:00,39213.08203,40005.34766,38702.53516,39105.14844,39105.14844,17467554129,1.0392552,50.96248866,0.80282035,-109.0703125
2022-02-27 00:00:00,39098.69922,39778.94141,37268.97656,37709.78516,37709.78516,23450127612,1.037811411,50.9277456,0.77417384,-1395.363281
2022-02-28 00:00:00,37706,43760.45703,37518.21484,43193.23438,43193.23438,35690014104,1.078671728,51.89235576,0.886747882,5483.449219
2022-03-01 00:00:00,43194.50391,44793.60156,42952.58594,44354.63672,44354.63672,32479047645,1.076874001,51.85071412,0.910591224,1161.402344
2022-03-02 00:00:00,44357.61719,45077.57813,43432.85156,43924.11719,43924.11719,29183112630,1.085144555,52.0416943,0.90175275,-430.5195313
2022-03-03 00:00:00,43925.19531,44021.57813,41914.75,42451.78906,42451.78906,24967782593,1.082812885,51.98800588,0.871526168,-1472.328125
2022-03-04 00:00:00,42458.14063,42479.61328,38805.84766,39137.60547,39137.60547,28516271427,1.062683012,51.51945333,0.803486686,-3314.183594
2022-03-05 00:00:00,39148.44922,39566.33594,38777.03516,39400.58594,39400.58594,16975917450,1.052504494,51.27903482,0.808885619,262.9804688
2022-03-06 00:00:00,39404.19922,39640.17578,38211.64844,38419.98438,38419.98438,19745229902,1.055178894,51.3424353,0.788754078,-980.6015625
2022-03-07 00:00:00,38429.30469,39430.22656,37260.20313,38062.03906,38062.03906,28546143503,1.063647848,51.5421199,0.781405537,-357.9453125
2022-03-08 00:00:00,38059.90234,39304.44141,37957.38672,38737.26953,38737.26953,25776583476,1.057474414,51.39672244,0.795267875,675.2304688
2022-03-09 00:00:00,38742.81641,42465.67188,38706.09375,41982.92578,41982.92578,32284121034,1.075298895,51.81416987,0.861900504,3245.65625
2022-03-10 00:00:00,41974.07031,42004.72656,38832.94141,39437.46094,39437.46094,31078064711,1.063246212,51.53268697,0.809642655,-2545.464844
2022-03-11 00:00:00,39439.96875,40081.67969,38347.43359,38794.97266,38794.97266,26364890465,1.06897421,51.66686973,0.796452507,-642.4882813
2022-03-12 00:00:00,38794.46484,39308.59766,38772.53516,38904.01172,38904.01172,14616450657,1.057681551,51.40161512,0.798691056,109.0390625
2022-03-13 00:00:00,38884.72656,39209.35156,37728.14453,37849.66406,37849.66406,17300745310,1.059543928,51.44556102,0.777045524,-1054.347656
2022-03-14 00:00:00,37846.31641,39742.5,37680.73438,39666.75391,39666.75391,24322159070,1.063915475,51.54840341,0.81434999,1817.089844
2022-03-15 00:00:00,39716.98047,39716.98047,38734.70703,38880.95313,38880.95313,24021145600,1.068181818,51.64835165,0.798217668,-785.8007813
